subject,flat,edge_iaf,fallback,qc_ok
sub-NDARGZ038DRL,False,False,False,True
sub-NDARGZ116HTR,False,True,False,False
sub-NDARGZ387TP5,False,False,False,True
sub-NDARGZ553TMQ,False,False,False,True
sub-NDARHA387FPM,False,False,False,True
sub-NDARHB233MT2,False,True,False,False
sub-NDARHB261JMG,False,False,False,True
sub-NDARHB452LTW,False,False,False,True
sub-NDARHB764VZ2,False,False,False,True
sub-NDARHC357HLP,False,False,True,False
sub-NDARHC426PAW,True,True,True,False
sub-NDARHC462NGR,False,False,False,True
sub-NDARHC562JGU,False,False,False,True
sub-NDARHC661KGK,False,False,False,True
sub-NDARHC814ZZL,True,False,True,False
sub-NDARHC817PBU,False,False,False,True
sub-NDARHD079LCL,False,False,False,True
sub-NDARHD248WMZ,False,False,False,True
sub-NDARHD276TYX,False,False,False,True
sub-NDARHD403ZHG,False,False,False,True
sub-NDARHD507TEF,False,False,False,True
sub-NDARHD546PDX,False,False,False,True
sub-NDARHD694XLC,False,False,True,False
sub-NDARHD841JAE,False,False,False,True
sub-NDARHE190JRL,False,False,False,True
sub-NDARHE283KZN,False,False,False,True
sub-NDARHE772FWW,True,False,False,False
sub-NDARHE896MYM,False,True,False,False
sub-NDARHF150FDY,False,False,False,True
sub-NDARHF351AA6,False,False,False,True
sub-NDARHF545HFW,False,False,False,True
sub-NDARHF854JX7,False,False,False,True
sub-NDARHG260BM9,False,False,False,True
sub-NDARHG321LLD,False,False,False,True
sub-NDARHG525ZK8,False,False,True,False
sub-NDARHH127PCL,False,False,False,True
sub-NDARHH654ZF9,False,False,False,True
sub-NDARHH819LH3,False,False,False,True
sub-NDARHJ318KZA,False,False,False,True
sub-NDARHL237MPV,False,False,False,True
sub-NDARHL684WYU,False,False,False,True
sub-NDARHL822EJK,False,False,False,True
sub-NDARHM270YKH,False,False,False,True
sub-NDARHM282EJ4,False,False,False,True
sub-NDARHM294VK2,False,False,False,True
sub-NDARHM413HVA,False,False,False,True
sub-NDARHM421JUP,False,False,False,True
sub-NDARHM611GDR,False,True,True,False
sub-NDARHN078CDT,False,False,False,True
sub-NDARHN158DC6,False,False,False,True
sub-NDARHN224TPA,True,False,True,False
sub-NDARHN482HPM,True,False,True,False
sub-NDARHN911CNJ,False,False,False,True
sub-NDARHP039DBU,False,False,False,True
sub-NDARHP395DGY,False,False,False,True
sub-NDARHP705RFA,False,False,False,True
sub-NDARHP924ZHW,False,False,False,True
sub-NDARHR191HKK,False,False,False,True
sub-NDARHR372GJ7,False,False,False,True
sub-NDARHR386KRJ,False,False,True,False
sub-NDARHR443EHF,False,False,False,True
sub-NDARHR448DEV,False,False,True,False
sub-NDARHR468PPJ,False,False,False,True
sub-NDARHR484PZP,False,False,False,True
sub-NDARHR690ZAM,False,False,False,True
sub-NDARHR751MTT,False,False,False,True
sub-NDARHR753ZKU,False,False,False,True
sub-NDARHR763RB4,False,False,False,True
sub-NDARHT403JJJ,False,False,False,True
sub-NDARHT524ET0,False,False,False,True
sub-NDARHT774ZK1,False,False,False,True
sub-NDARHU211PYD,False,False,True,False
sub-NDARHU395FP0,False,False,False,True
sub-NDARHU423YXP,False,False,False,True
sub-NDARHU831NXU,False,False,True,False
sub-NDARHV260FPW,False,False,False,True
sub-NDARHV388ZZ4,False,False,True,False
sub-NDARHV725JRD,False,False,False,True
sub-NDARHV743KA4,False,False,False,True
sub-NDARHV885JFU,False,False,False,True
sub-NDARHV915YXJ,False,False,False,True
sub-NDARHW575ZJ5,False,False,True,False
sub-NDARHW808VDT,False,False,False,True
sub-NDARHX145ZKV,False,False,False,True
sub-NDARHX252NVH,False,False,False,True
sub-NDARHY177LY9,False,False,False,True
sub-NDARHY255FVU,False,False,True,False
sub-NDARHY484FBX,False,False,False,True
sub-NDARHY693FNZ,False,False,False,True
sub-NDARHZ255RA6,False,False,False,True
sub-NDARHZ413DZL,False,False,False,True
sub-NDARHZ476MJP,False,False,False,True
sub-NDARHZ814MHQ,False,False,False,True
sub-NDARHZ847HME,False,False,False,True
sub-NDARJA157YB3,False,False,False,True
sub-NDARJA315FUQ,False,False,True,False
sub-NDARJA356XHT,False,False,False,True
sub-NDARJA737FAJ,False,False,False,True
sub-NDARJA830BYV,False,False,False,True
sub-NDARJB027GMR,False,False,True,False
sub-NDARJB355YHK,False,False,False,True
sub-NDARJB548ML8,False,False,False,True
sub-NDARJB570GBW,False,False,False,True
sub-NDARJC463HCM,False,False,True,False
sub-NDARJD142DHR,False,False,False,True
sub-NDARJD387HWG,False,False,False,True
sub-NDARJD704KEM,False,False,False,True
sub-NDARJE070PLA,False,False,False,True
sub-NDARJF027UGB,False,False,False,True
sub-NDARJG300HWH,False,False,False,True
sub-NDARJG477THE,False,False,False,True
sub-NDARJG488XHT,False,False,False,True
sub-NDARJG494YDY,False,False,False,True
sub-NDARJG581CCK,False,False,True,False
sub-NDARJG687YYX,False,False,False,True
sub-NDARJG738WY6,False,False,False,True
sub-NDARJG740PM8,False,False,False,True
sub-NDARJG821GH3,False,False,True,False
sub-NDARJH513HZX,False,False,False,True
sub-NDARJH773JTJ,False,False,False,True
sub-NDARJH910CGX,False,False,False,True
sub-NDARJJ011HZ1,False,False,False,True
sub-NDARJJ173BRX,True,True,False,False
sub-NDARJJ216EGT,False,False,True,False
sub-NDARJJ343TR0,False,False,False,True
sub-NDARJJ345VHW,False,True,True,False
sub-NDARJJ512AYJ,False,False,False,True
sub-NDARJJ638NAC,False,False,False,True
sub-NDARJJ817UP1,False,False,True,False
sub-NDARJK147LNJ,False,False,False,True
sub-NDARJK154PF5,False,False,False,True
sub-NDARJK734VNF,False,False,False,True
sub-NDARJK910PDK,False,False,False,True
sub-NDARJK995KMG,False,False,True,False
sub-NDARJL656RDA,False,False,False,True
sub-NDARJL819HZL,False,False,False,True
sub-NDARJM239GN4,False,False,True,False
sub-NDARJM618NZH,True,False,True,False
sub-NDARJM765EZF,False,False,False,True
sub-NDARJM828PAL,False,False,True,False
sub-NDARJN928UPY,False,False,False,True
sub-NDARJP444DZM,False,True,True,False
sub-NDARJP954CE7,False,False,False,True
sub-NDARJR280FEJ,False,False,False,True
sub-NDARJR437DJH,False,False,False,True
sub-NDARJR473HXT,False,False,True,False
sub-NDARJT064LRE,False,False,False,True
sub-NDARJT172UE0,False,False,False,True
sub-NDARJT517YHZ,False,False,False,True
sub-NDARJT556KAM,False,False,False,True
sub-NDARJT819VAX,False,False,False,True
sub-NDARJT921KTH,False,False,False,True
sub-NDARJU805JG5,False,False,False,True
sub-NDARJV225EYT,False,False,False,True
sub-NDARJV268PNW,False,False,False,True
sub-NDARJV377HG4,False,False,False,True
sub-NDARJV411EH6,False,False,False,True
sub-NDARJV547LA3,False,False,True,False
sub-NDARJV697PMQ,False,False,False,True
sub-NDARJW326UED,False,False,False,True
sub-NDARJW373UE3,False,False,False,True
sub-NDARJW503GA0,False,False,False,True
sub-NDARJW691ZFR,False,False,False,True
sub-NDARJW888AJ2,False,False,False,True
sub-NDARJX121GKP,False,False,True,False
sub-NDARJY033DKZ,False,False,True,False
sub-NDARJY141RFE,False,False,True,False
sub-NDARJY577WNJ,False,False,False,True
sub-NDARJY747PRJ,False,False,False,True
sub-NDARJY757LJU,False,False,False,True
sub-NDARJZ089HVP,False,False,False,True
sub-NDARJZ274PRQ,False,False,False,True
sub-NDARJZ526HN3,False,False,False,True
sub-NDARJZ679KXJ,False,False,False,True
sub-NDARKA085YRG,False,False,False,True
sub-NDARKA627LF8,False,False,False,True
sub-NDARKB614KGY,False,False,False,True
sub-NDARKB712GAP,False,False,False,True
sub-NDARKC143BEE,False,False,False,True
sub-NDARKC220LZG,False,False,False,True
sub-NDARKC766JE9,False,False,False,True
sub-NDARKC791WL9,False,False,False,True
sub-NDARKC880ZHY,False,False,False,True
sub-NDARKC978MR4,False,False,False,True
sub-NDARKD134TCX,False,False,False,True
sub-NDARKD168VHJ,False,False,False,True
sub-NDARKD590VF4,False,False,False,True
sub-NDARKE153NEM,False,False,False,True
sub-NDARKE358TFU,False,False,False,True
sub-NDARKE456BVQ,False,False,False,True
sub-NDARKF704MKL,False,False,True,False
sub-NDARKF779EK2,False,False,False,True
sub-NDARKF899ZUB,False,False,False,True
sub-NDARKG408BVL,False,False,False,True
sub-NDARKG697CEW,False,False,False,True
sub-NDARKG718VF7,False,False,False,True
sub-NDARKG990TNT,False,False,False,True
sub-NDARKH168MC1,False,False,True,False
sub-NDARKH171DG8,False,False,False,True
sub-NDARKH291KRE,False,False,False,True
sub-NDARKH837TB2,False,False,False,True
sub-NDARKJ238NTJ,False,False,False,True
sub-NDARKJ743AE4,False,False,True,False
sub-NDARKJ871YD6,False,False,False,True
sub-NDARKK597VDH,False,False,False,True
sub-NDARKK774VP5,False,False,True,False
sub-NDARKL053DWW,False,False,False,True
sub-NDARKL223LLF,False,False,False,True
sub-NDARKM061NHZ,False,False,False,True
sub-NDARKM250ET5,False,False,True,False
sub-NDARKM568HJK,False,False,True,False
sub-NDARKM635UY0,False,False,False,True
sub-NDARKM718VKX,False,False,False,True
sub-NDARKM805EFA,False,False,False,True
sub-NDARKM941XLL,False,False,False,True
sub-NDARKN170UXD,False,False,False,True
sub-NDARKN175HWB,False,False,False,True
sub-NDARKN346XZH,False,False,True,False
sub-NDARKN477EBH,False,False,False,True
sub-NDARKN742LEV,False,False,False,True
sub-NDARKP414AZ5,False,False,False,True
sub-NDARKP815KPZ,False,False,False,True
sub-NDARKP895CJG,False,False,False,True
sub-NDARKR391CMV,False,False,False,True
sub-NDARKT032RYR,False,False,True,False
sub-NDARKT312RUD,False,False,False,True
sub-NDARKT540ZW0,False,False,False,True
sub-NDARKT714TXR,False,False,False,True
sub-NDARKT811ATJ,False,False,False,True
sub-NDARKT952ML4,False,False,False,True
sub-NDARKU198KFL,False,False,False,True
sub-NDARKU278YRR,False,False,False,True
sub-NDARKU616UBL,False,False,False,True
sub-NDARKV800DTW,False,False,False,True
sub-NDARKV965WLU,False,False,False,True
sub-NDARKW565ZT9,False,False,False,True
sub-NDARKW738AMY,False,False,False,True
sub-NDARKX108EG9,False,False,False,True
sub-NDARKX265YX7,False,False,False,True
sub-NDARKX640YF6,False,False,False,True
sub-NDARKX701BJ4,False,False,False,True
sub-NDARKX807KHG,False,False,False,True
sub-NDARKY667THK,False,False,False,True
sub-NDARKY690JBA,False,False,False,True
sub-NDARKZ031NJZ,False,False,False,True
sub-NDARKZ085UKQ,False,False,False,True
sub-NDARKZ198TAA,False,False,False,True
sub-NDARKZ601KWB,False,False,True,False
sub-NDARKZ858GBD,False,False,False,True
sub-NDARKZ949UAL,False,False,False,True
sub-NDARLA226ADX,False,False,True,False
sub-NDARLA457ELH,False,False,True,False
sub-NDARLA869AUX,False,False,True,False
sub-NDARLA998XAC,False,False,False,True
sub-NDARLB581AXF,False,False,False,True
sub-NDARLC770YL9,False,False,False,True
sub-NDARLD016VCA,False,False,False,True
sub-NDARLD042RUL,False,False,False,True
sub-NDARLD071YA7,False,False,False,True
sub-NDARLD287MLP,False,False,False,True
sub-NDARLD501HDK,False,False,False,True
sub-NDARLE282UHJ,False,False,False,True
sub-NDARLE335PRN,False,False,False,True
sub-NDARLE412VD5,False,False,False,True
sub-NDARLE849LCR,False,False,False,True
sub-NDARLF142AF5,False,False,False,True
sub-NDARLF484WJL,False,False,False,True
sub-NDARLF616PBU,False,False,False,True
sub-NDARLG424ZL1,False,False,False,True
sub-NDARLG918MG8,False,False,True,False
sub-NDARLG987WB0,False,False,False,True
sub-NDARLH043YDK,False,False,False,True
sub-NDARLH263KCL,False,False,False,True
sub-NDARLH423CR7,False,False,False,True
sub-NDARLH979WFX,False,False,False,True
sub-NDARLJ168LXY,True,False,True,False
sub-NDARLJ280UCN,False,False,False,True
sub-NDARLJ356HAQ,False,False,False,True
sub-NDARLJ472DLM,False,True,False,False
sub-NDARLJ654TZ0,False,False,False,True
sub-NDARLJ886BFK,False,False,False,True
sub-NDARLJ970DEY,False,False,False,True
sub-NDARLK034DJB,False,False,False,True
sub-NDARLK181GL4,False,False,True,False
sub-NDARLK306VR9,False,False,False,True
sub-NDARLK470PKD,False,False,False,True
sub-NDARLK762JFX,False,False,False,True
sub-NDARLK963HXP,False,False,False,True
sub-NDARLL176DJR,False,False,False,True
sub-NDARLL181EGQ,False,False,False,True
sub-NDARLL386VRE,False,False,False,True
sub-NDARLL572UP2,False,False,False,True
sub-NDARLL720BGU,False,False,False,True
sub-NDARLL846UYQ,False,False,False,True
sub-NDARLL914UW4,False,False,True,False
sub-NDARLM401GXQ,False,True,False,False
sub-NDARLM877UZM,False,False,False,True
sub-NDARLN070VX7,False,False,True,False
sub-NDARLN550RM6,False,False,False,True
sub-NDARLN610AKZ,False,False,False,True
sub-NDARLN620ZA7,False,False,False,True
sub-NDARLN778RYN,False,False,False,True
sub-NDARLP160GHJ,False,False,False,True
sub-NDARLP417RC6,False,False,False,True
sub-NDARLP425JYL,False,False,False,True
sub-NDARLP624GFH,False,False,False,True
sub-NDARLR030EW6,False,False,False,True
sub-NDARLR039GJL,False,False,False,True
sub-NDARLR083PKF,False,True,True,False
sub-NDARLR168NP5,False,False,True,False
sub-NDARLR586MPX,False,False,False,True
sub-NDARLR924YAV,False,False,False,True
sub-NDARLT314TWP,False,False,False,True
sub-NDARLT365LHK,False,False,False,True
sub-NDARLT946JYZ,False,False,False,True
sub-NDARLU606ZDD,False,False,False,True
sub-NDARLU922KGW,False,False,False,True
sub-NDARLV155RW0,False,False,False,True
sub-NDARLV252DY2,False,False,False,True
sub-NDARLV387GP4,False,False,False,True
sub-NDARLV704BPE,False,False,False,True
sub-NDARLV812JXX,False,False,False,True
sub-NDARLW312JT8,False,False,False,True
sub-NDARLX836EHJ,False,False,False,True
sub-NDARLY465LNP,False,False,False,True
sub-NDARLY585ZVN,False,True,False,False
sub-NDARLY867ZD4,False,False,False,True
sub-NDARLY947EXR,False,True,False,False
sub-NDARLYO38AJZ,False,False,False,True
sub-NDARLZ007NHG,False,False,False,True
sub-NDARLZ479CGC,False,False,False,True
sub-NDARMA154FAK,True,False,True,False
sub-NDARMA390CHB,False,False,False,True
sub-NDARMA598JTX,False,False,True,False
sub-NDARMA629XDR,False,False,False,True
sub-NDARMB458AWY,False,False,False,True
sub-NDARMC298UC7,False,False,False,True
sub-NDARMC481AWW,False,False,False,True
sub-NDARMC694YF3,False,False,True,False
sub-NDARMC760NEC,False,False,False,True
sub-NDARMC950EUL,False,False,False,True
sub-NDARMD134JRU,True,False,False,False
sub-NDARMD575AXD,False,False,True,False
sub-NDARMD638CM6,False,False,False,True
sub-NDARMD666RYJ,False,False,False,True
sub-NDARMD987YR6,False,False,False,True
sub-NDARME573TRB,False,False,False,True
sub-NDARME689TAF,False,False,False,True
sub-NDARME724FJE,False,False,False,True
sub-NDARMF116AFR,True,True,False,False
sub-NDARMF560MUH,False,False,False,True
sub-NDARMF846EVR,False,False,False,True
sub-NDARMG239GUV,False,False,False,True
sub-NDARMG263JRX,False,False,False,True
sub-NDARMG355BP1,False,False,False,True
sub-NDARMG405RZK,False,True,True,False
sub-NDARMG675JB4,False,False,False,True
sub-NDARMG741FDL,False,False,True,False
sub-NDARMH180XE5,False,False,False,True
sub-NDARMH364EMW,False,False,False,True
sub-NDARMJ333WJM,False,False,True,False
sub-NDARMJ845MJA,False,False,False,True
sub-NDARMJ849UKD,False,False,False,True
sub-NDARMK046ZRK,False,False,False,True
sub-NDARMK100DJR,False,False,False,True
sub-NDARML024FF2,False,False,False,True
sub-NDARML115LD7,False,False,False,True
sub-NDARML406ZB8,False,False,False,True
sub-NDARML514ZFM,False,False,False,True
sub-NDARMM005DLK,False,False,False,True
sub-NDARMM326JCB,False,False,False,True
sub-NDARMM421CEC,False,False,False,True
sub-NDARMM594VJT,False,False,False,True
sub-NDARMM951YEH,False,False,False,True
sub-NDARMN376BMF,False,False,False,True
sub-NDARMN415AXR,False,False,False,True
sub-NDARMN695VFH,False,False,False,True
sub-NDARMP468WRG,False,False,False,True
sub-NDARMP745EAC,False,False,False,True
sub-NDARMR039JV5,False,False,False,True
sub-NDARMR134HUY,False,True,False,False
sub-NDARMR491LM5,True,False,True,False
sub-NDARMR570GJ5,False,False,False,True
sub-NDARMT064WBB,False,False,False,True
sub-NDARMT126PB3,False,False,False,True
sub-NDARMT151RNN,False,False,True,False
sub-NDARMT575KF6,False,False,False,True
sub-NDARMT732GKM,False,False,False,True
sub-NDARMT784NED,False,False,False,True
sub-NDARMT791WDH,False,False,False,True
sub-NDARMT872JZZ,False,False,False,True
sub-NDARMU053YEU,False,False,False,True
sub-NDARMU161LHN,False,False,False,True
sub-NDARMU228TCQ,False,False,False,True
sub-NDARMU280FXT,False,False,False,True
sub-NDARMU791UN7,False,False,False,True
sub-NDARMV189NXG,False,False,False,True
sub-NDARMV718DYL,False,False,True,False
sub-NDARMW088NNR,False,False,False,True
sub-NDARMW127WL5,False,False,True,False
sub-NDARMW299ZAB,False,False,True,False
sub-NDARMW445NBC,True,False,True,False
sub-NDARMW473LL1,False,False,False,True
sub-NDARMW551YA0,False,False,False,True
sub-NDARMW863HW5,False,False,False,True
sub-NDARMX277VHC,False,False,False,True
sub-NDARMX328VWC,False,False,False,True
sub-NDARMX482GWR,False,False,False,True
sub-NDARMX835PGE,False,False,False,True
sub-NDARMX842MTR,False,False,False,True
sub-NDARMY564AXU,False,True,False,False
sub-NDARMZ096TBD,False,False,True,False
sub-NDARMZ119VPH,False,False,False,True
sub-NDARMZ200GVD,False,False,False,True
sub-NDARMZ518UH1,False,False,False,True
sub-NDARMZ687XRR,False,False,False,True
sub-NDARMZ790VHM,False,False,False,True
sub-NDARMZ936WYB,False,False,True,False
sub-NDARNA004AGP,False,False,False,True
sub-NDARNA055LLN,False,False,False,True
sub-NDARNA360JWE,False,False,True,False
sub-NDARNA421FL7,False,False,False,True
sub-NDARNA432BV0,False,False,False,True
sub-NDARNA455LV4,False,False,False,True
sub-NDARNA660PPK,False,False,False,True
sub-NDARNA768ZAK,False,False,False,True
sub-NDARNB390JL3,False,False,False,True
sub-NDARNB427ARE,False,False,False,True
sub-NDARNB442LR7,False,False,False,True
sub-NDARNB579TCQ,False,False,False,True
sub-NDARNB674VMY,False,False,True,False
sub-NDARNB738TM9,False,False,False,True
sub-NDARNB773ECT,False,False,False,True
sub-NDARNC130ZLK,False,False,False,True
sub-NDARNC261HDT,False,False,True,False
sub-NDARNC287MK5,False,False,False,True
sub-NDARNC374XEL,False,False,False,True
sub-NDARNC405WJA,False,False,False,True
sub-NDARNC489BX5,False,False,False,True
sub-NDARND085WZK,False,False,False,True
sub-NDARND348HB3,False,False,False,True
sub-NDARND604TNB,False,False,False,True
sub-NDARNE098NPR,False,False,False,True
sub-NDARNE729PN2,False,False,True,False
sub-NDARNE758RD6,False,False,True,False
sub-NDARNE800DCT,False,False,False,True
sub-NDARNE906EJA,False,False,False,True
sub-NDARNF362NU0,False,False,False,True
sub-NDARNF525CRN,False,False,False,True
sub-NDARNG108PFB,False,False,False,True
sub-NDARNG968RB9,False,False,False,True
sub-NDARNH110NV6,False,False,True,False
sub-NDARNH170TJU,True,True,True,False
sub-NDARNH285EWA,False,False,False,True
sub-NDARNH766CU7,False,False,False,True
sub-NDARNH862EMH,False,False,True,False
sub-NDARNJ885TY4,False,False,False,True
sub-NDARNJ899HW7,False,False,False,True
sub-NDARNK064DXY,False,False,False,True
sub-NDARNK139XNA,False,False,False,True
sub-NDARNK329VC3,False,False,False,True
sub-NDARNK489GNR,False,False,False,True
sub-NDARNK768THB,False,False,False,True
sub-NDARNL587LVL,False,False,False,True
sub-NDARNL765BBR,False,False,False,True
sub-NDARNL887YUJ,False,False,True,False
sub-NDARNL982TBG,False,False,False,True
sub-NDARNM068ZRC,False,False,False,True
sub-NDARNM364WVH,False,False,True,False
sub-NDARNM783ZVV,False,False,False,True
sub-NDARNM838ABN,False,False,False,True
sub-NDARNN042YCH,False,False,False,True
sub-NDARNN142WYB,False,False,False,True
sub-NDARNN493WMD,False,False,False,True
sub-NDARNN624AMU,False,False,False,True
sub-NDARNN989FZ4,False,False,False,True
sub-NDARNP370WGP,False,False,False,True
sub-NDARNP423EJQ,False,False,False,True
sub-NDARNP643KZH,False,False,False,True
sub-NDARNP812WAQ,False,False,False,True
sub-NDARNP956FPR,False,False,False,True
sub-NDARNP962TJK,False,False,False,True
sub-NDARNR773DL4,False,False,False,True
sub-NDARNT277FMR,False,False,False,True
sub-NDARNT461KNF,False,False,False,True
sub-NDARNT541VT2,False,False,True,False
sub-NDARNT676ZN4,False,False,False,True
sub-NDARNT898ZPF,False,False,False,True
sub-NDARNU137XR4,False,False,False,True
sub-NDARNU497GTX,False,False,False,True
sub-NDARNV094DMP,False,False,False,True
sub-NDARNV124WR8,False,False,False,True
sub-NDARNV375KEK,False,False,False,True
sub-NDARNV399BV4,False,False,False,True
sub-NDARNV694EMG,False,False,False,True
sub-NDARNV983DET,False,False,False,True
sub-NDARNW099DC7,False,False,False,True
sub-NDARNW687HMZ,False,False,False,True
sub-NDARNX050XBN,False,False,False,True
sub-NDARNX218UY5,False,False,False,True
sub-NDARNX218VBX,False,False,False,True
sub-NDARNX477HZ4,False,False,False,True
sub-NDARNX562GP3,False,False,False,True
sub-NDARNX843CD9,False,False,False,True
sub-NDARNY205RK8,False,False,True,False
sub-NDARNY217PLD,False,False,False,True
sub-NDARNY894TH7,False,False,False,True
sub-NDARNZ043VH0,False,False,False,True
sub-NDARNZ084JVC,False,False,False,True
sub-NDARNZ141GNH,False,False,False,True
sub-NDARNZ433DDH,False,False,False,True
sub-NDARNZ526XKF,False,False,False,True
sub-NDARNZ615UEU,False,False,True,False
sub-NDARPA005VVK,True,False,True,False
sub-NDARPA699GD3,False,False,False,True
sub-NDARPA750HZ1,False,False,False,True
sub-NDARPA827UBJ,False,False,False,True
sub-NDARPB701XDP,False,False,False,True
sub-NDARPB967KU7,False,False,False,True
sub-NDARPB984UTU,False,False,False,True
sub-NDARPC301UWR,False,False,False,True
sub-NDARPC352WZJ,False,False,False,True
sub-NDARPC356JKP,False,False,False,True
sub-NDARPC425VY2,False,False,False,True
sub-NDARPC745LTD,False,False,False,True
sub-NDARPC817XZ5,False,False,False,True
sub-NDARPC931KR1,False,True,False,False
sub-NDARPC937PX8,False,False,False,True
sub-NDARPD517MDH,False,False,False,True
sub-NDARPD572XRC,False,False,False,True
sub-NDARPE056ACA,False,False,False,True
sub-NDARPE424GZZ,False,False,False,True
sub-NDARPE623MBW,False,False,False,True
sub-NDARPE830YU0,False,True,True,False
sub-NDARPF362VH8,False,False,False,True
sub-NDARPF395NV5,False,False,False,True
sub-NDARPF682GDC,False,True,True,False
sub-NDARPF988BBV,False,False,False,True
sub-NDARPG082MTJ,False,False,False,True
sub-NDARPG847LB8,False,False,False,True
sub-NDARPG873DJP,False,False,False,True
sub-NDARPG874CMG,False,False,False,True
sub-NDARPH022TRY,False,False,False,True
sub-NDARPH105ZFF,False,False,False,True
sub-NDARPH474YF3,False,False,False,True
sub-NDARPH637HAZ,False,False,False,True
sub-NDARPH844KP2,False,False,False,True
sub-NDARPJ151ERK,False,False,False,True
sub-NDARPJ691NEU,False,True,False,False
sub-NDARPJ763DV1,False,False,False,True
sub-NDARPK095XX5,False,False,False,True
sub-NDARPK223WVZ,False,False,False,True
sub-NDARPK337CLE,False,False,False,True
sub-NDARPK522DVQ,False,False,False,True
sub-NDARPK597XH0,False,False,False,True
sub-NDARPL306LC6,False,False,False,True
sub-NDARPL406KX4,False,False,False,True
sub-NDARPL440BX5,False,False,False,True
sub-NDARPL479LHN,False,False,False,True
sub-NDARPL501ZUU,False,False,False,True
sub-NDARPL651MD5,False,False,False,True
sub-NDARPL898TYW,False,False,False,True
sub-NDARPM172XGD,False,False,False,True
sub-NDARPM572ZZV,False,False,False,True
sub-NDARPN418ZKT,False,False,False,True
sub-NDARPN886HH9,False,False,False,True
sub-NDARPP150TNR,False,False,False,True
sub-NDARPP255LGE,False,False,False,True
sub-NDARPP806NL2,False,False,False,True
sub-NDARPR799VX4,False,False,True,False
sub-NDARPR943MYP,False,False,False,True
sub-NDARPT417LW6,False,False,False,True
sub-NDARPT497YFZ,False,False,False,True
sub-NDARPT665ADN,False,False,False,True
sub-NDARPT777FDA,False,False,False,True
sub-NDARPU887XGA,False,False,False,True
sub-NDARPU897CM5,False,False,True,False
sub-NDARPU981GWF,False,False,False,True
sub-NDARPV145KGL,False,False,False,True
sub-NDARPV412JEN,False,False,False,True
sub-NDARPV423ECQ,False,False,False,True
sub-NDARPV595RWB,False,False,False,True
sub-NDARPV614TV9,False,False,True,False
sub-NDARPW313LAJ,False,False,False,True
sub-NDARPW577WJ7,False,False,False,True
sub-NDARPW635LN4,False,False,False,True
sub-NDARPW746FWF,False,False,False,True
sub-NDARPW786GC4,False,True,False,False
sub-NDARPX219TW0,False,False,False,True
sub-NDARPX661BF1,False,False,False,True
sub-NDARPY297MD8,False,False,False,True
sub-NDARPY302MV9,False,False,False,True
sub-NDARPY478YM0,False,False,False,True
sub-NDARPY792XRK,False,False,False,True
sub-NDARPZ020AH8,False,True,True,False
sub-NDARPZ720WKW,False,False,False,True
sub-NDARRA383KVQ,False,False,False,True
sub-NDARRA717GYV,False,False,False,True
sub-NDARRA767WB7,False,False,False,True
sub-NDARRA804NPT,False,False,False,True
sub-NDARRA908XA2,False,False,True,False
sub-NDARRB788TBA,False,False,False,True
sub-NDARRB942UWU,False,False,False,True
sub-NDARRC348AFG,False,False,True,False
sub-NDARRD326KB9,False,False,False,True
sub-NDARRD943ZWU,False,True,False,False
sub-NDARRE063LG2,False,False,False,True
sub-NDARRE214UKF,True,True,True,False
sub-NDARRE265KWF,False,False,False,True
sub-NDARRF011FG0,False,False,False,True
sub-NDARRF415CBE,False,False,False,True
sub-NDARRF676GBD,False,False,False,True
sub-NDARRF897HB5,False,False,False,True
sub-NDARRG028CAD,False,False,False,True
sub-NDARRG499ZWN,False,False,False,True
sub-NDARRG536CVP,False,False,False,True
sub-NDARRG973HJQ,False,False,False,True
sub-NDARRH407MEY,False,False,False,True
sub-NDARRH908NZD,False,False,False,True
sub-NDARRJ130PV7,False,False,False,True
sub-NDARRJ938NT7,False,False,False,True
sub-NDARRK096TF0,False,False,False,True
sub-NDARRK135YAZ,False,False,False,True
sub-NDARRK163VY8,False,False,False,True
sub-NDARRK429WD3,False,False,False,True
sub-NDARRK431RX8,False,False,True,False
sub-NDARRK617NRL,False,False,False,True
sub-NDARRK788DV7,False,False,False,True
sub-NDARRK882CLT,False,False,False,True
sub-NDARRL030XD8,False,False,False,True
sub-NDARRL379BET,False,False,False,True
sub-NDARRL660CME,False,False,False,True
sub-NDARRL685WB7,False,False,False,True
sub-NDARRM467NP2,False,False,False,True
sub-NDARRM586XYL,False,False,False,True
sub-NDARRN047XHC,False,False,False,True
sub-NDARRN143CV4,False,False,False,True
sub-NDARRN626DC4,False,False,False,True
sub-NDARRN880XA0,False,False,True,False
sub-NDARRP008LJ6,False,False,False,True
sub-NDARRP163YRC,False,False,False,True
sub-NDARRP175MBY,False,False,False,True
sub-NDARRP614EBU,False,False,False,True
sub-NDARRP801AX1,False,False,True,False
sub-NDARRP818DWL,False,False,False,True
sub-NDARRR464UTB,False,False,False,True
sub-NDARRR570MC0,False,False,False,True
sub-NDARRR595LRJ,False,False,False,True
sub-NDARRR633WLE,False,False,False,True
sub-NDARRT038VG1,False,False,False,True
sub-NDARRT579TEL,False,False,False,True
sub-NDARRT854TMV,False,False,False,True
sub-NDARRT994KAA,False,False,False,True
sub-NDARRU499DP2,False,False,True,False
sub-NDARRU560AGK,False,False,False,True
sub-NDARRU751ATE,False,False,False,True
sub-NDARRU820CXW,False,False,True,False
